program_name,test_file,usable,llm_test_file,builds,passes,coverage_before,coverage_after,coverage_delta,kept,discard_reason
pandas_45,test_missing.py,False,,,,,,,,
pandas_46,test_missing.py,False,,,,,,,,
pandas_47,test_missing.py,False,,,,,,,,
pandas_48,test_missing.py,False,,,,,,,,
pandas_49,test_missing.py,False,,,,,,,,
pandas_50,test_missing.py,False,,,,,,,,
pandas_51,test_missing.py,False,,,,,,,,
pandas_52,test_missing.py,False,,,,,,,,
pandas_53,test_missing.py,False,,,,,,,,
pandas_54,test_missing.py,False,,,,,,,,
pandas_55,test_missing.py,False,,,,,,,,
pandas_56,test_missing.py,False,,,,,,,,
pandas_57,test_missing.py,False,,,,,,,,
pandas_58,test_missing.py,False,,,,,,,,
pandas_59,test_missing.py,False,,,,,,,,
pandas_60,test_missing.py,False,,,,,,,,
pandas_61,test_missing.py,False,,,,,,,,
pandas_62,test_missing.py,False,,,,,,,,
pandas_63,test_missing.py,False,,,,,,,,
pandas_64,test_missing.py,False,,,,,,,,
pandas_65,test_missing.py,False,,,,,,,,
pandas_66,test_missing.py,False,,,,,,,,
pandas_67,test_missing.py,False,,,,,,,,
pandas_68,test_missing.py,False,,,,,,,,
pandas_69,test_missing.py,False,,,,,,,,
pandas_70,test_missing.py,False,,,,,,,,
pandas_71,test_missing.py,False,,,,,,,,
pandas_72,test_missing.py,False,,,,,,,,
pandas_73,test_missing.py,False,,,,,,,,
pandas_74,test_missing.py,False,,,,,,,,
pandas_75,test_missing.py,False,,,,,,,,
pandas_76,test_missing.py,False,,,,,,,,
pandas_77,test_missing.py,False,,,,,,,,
pandas_78,test_missing.py,False,,,,,,,,
pandas_79,test_missing.py,False,,,,,,,,
pandas_80,test_missing.py,False,,,,,,,,
pandas_81,test_missing.py,False,,,,,,,,
pandas_82,test_missing.py,False,,,,,,,,
pandas_83,test_missing.py,False,,,,,,,,
pandas_84,test_missing.py,False,,,,,,,,
pandas_85,test_missing.py,False,,,,,,,,
pandas_86,test_missing.py,False,,,,,,,,
pandas_87,test_missing.py,False,,,,,,,,
pandas_88,test_missing.py,False,,,,,,,,
pandas_89,test_missing.py,False,,,,,,,,
pandas_90,test_missing.py,False,,,,,,,,
pandas_91,test_missing.py,False,,,,,,,,
pandas_92,test_missing.py,False,,,,,,,,
pandas_93,test_missing.py,False,,,,,,,,
pandas_94,test_missing.py,False,,,,,,,,
pandas_95,test_missing.py,False,,,,,,,,
pandas_96,test_missing.py,False,,,,,,,,
pandas_97,test_missing.py,False,,,,,,,,
pandas_98,test_missing.py,False,,,,,,,,
pandas_99,test_missing.py,False,,,,,,,,
pandas_100,test_missing.py,False,,,,,,,,
pandas_101,test_missing.py,False,,,,,,,,
pandas_102,test_missing.py,False,,,,,,,,
pandas_103,test_missing.py,False,,,,,,,,
pandas_104,test_missing.py,False,,,,,,,,
pandas_105,test_missing.py,False,,,,,,,,
pandas_106,test_missing.py,False,,,,,,,,
pandas_107,test_missing.py,False,,,,,,,,
pandas_108,test_missing.py,False,,,,,,,,
pandas_109,test_missing.py,False,,,,,,,,
pandas_110,test_missing.py,False,,,,,,,,
pandas_111,test_missing.py,False,,,,,,,,
pandas_112,test_missing.py,False,,,,,,,,
pandas_113,test_missing.py,False,,,,,,,,
pandas_114,test_missing.py,False,,,,,,,,
pandas_115,test_missing.py,False,,,,,,,,
pandas_116,test_missing.py,False,,,,,,,,
pandas_117,test_missing.py,False,,,,,,,,
pandas_118,test_missing.py,False,,,,,,,,
pandas_119,test_missing.py,False,,,,,,,,
pandas_120,test_missing.py,False,,,,,,,,
pandas_121,test_missing.py,False,,,,,,,,
pandas_122,test_missing.py,False,,,,,,,,
pandas_123,test_missing.py,False,,,,,,,,
pandas_124,test_missing.py,False,,,,,,,,
pandas_125,test_missing.py,False,,,,,,,,
pandas_126,test_missing.py,False,,,,,,,,
pandas_127,test_missing.py,False,,,,,,,,
pandas_128,test_missing.py,False,,,,,,,,
pandas_129,test_missing.py,False,,,,,,,,
pandas_130,test_missing.py,False,,,,,,,,
pandas_131,test_missing.py,False,,,,,,,,
pandas_132,test_missing.py,False,,,,,,,,
pandas_133,test_missing.py,False,,,,,,,,
pandas_134,test_missing.py,False,,,,,,,,
pandas_135,test_missing.py,False,,,,,,,,
pandas_136,test_missing.py,False,,,,,,,,
pandas_137,test_missing.py,False,,,,,,,,
pandas_138,test_missing.py,False,,,,,,,,
pandas_139,test_missing.py,False,,,,,,,,
pandas_140,test_missing.py,False,,,,,,,,
pandas_141,test_missing.py,False,,,,,,,,
pandas_142,test_missing.py,False,,,,,,,,
pandas_143,test_missing.py,False,,,,,,,,
pandas_144,test_missing.py,False,,,,,,,,
pandas_145,test_missing.py,False,,,,,,,,
pandas_146,test_missing.py,False,,,,,,,,
pandas_147,test_missing.py,False,,,,,,,,
pandas_148,test_missing.py,False,,,,,,,,
pandas_149,test_missing.py,False,,,,,,,,
pandas_150,test_missing.py,False,,,,,,,,
pandas_151,test_missing.py,False,,,,,,,,
pandas_152,test_missing.py,False,,,,,,,,
pandas_153,test_missing.py,False,,,,,,,,
pandas_154,test_missing.py,False,,,,,,,,
pandas_155,test_missing.py,False,,,,,,,,
pandas_156,test_missing.py,False,,,,,,,,
pandas_157,test_missing.py,False,,,,,,,,
pandas_158,test_missing.py,False,,,,,,,,
pandas_159,test_missing.py,False,,,,,,,,
pandas_160,test_missing.py,False,,,,,,,,
pandas_161,test_missing.py,False,,,,,,,,
pandas_162,test_missing.py,False,,,,,,,,
pandas_163,test_missing.py,False,,,,,,,,
pandas_164,test_missing.py,False,,,,,,,,
pandas_165,test_missing.py,False,,,,,,,,
pandas_166,test_missing.py,False,,,,,,,,
pandas_167,test_missing.py,False,,,,,,,,
pandas_168,test_missing.py,False,,,,,,,,
pandas_169,test_missing.py,False,,,,,,,,
