program_name,test_file,usable,llm_test_file,builds,passes,coverage_before,coverage_after,coverage_delta,kept,discard_reason,prompt_mode
keras_43,test_loss_masking.py,True,test_loss_masking_LLAMA_CORNERCASES.py,,,7.0,,,,,CORNERCASES
keras_44,test_loss_masking.py,True,test_loss_masking_LLAMA_CORNERCASES.py,,,7.0,,,,,CORNERCASES
keras_45,test_loss_masking.py,True,test_loss_masking_LLAMA_CORNERCASES.py,,,7.0,,,,,CORNERCASES
luigi_1,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_2,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_3,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_4,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_5,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_6,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_7,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_8,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_9,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_10,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_11,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_12,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_13,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_14,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_15,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_16,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_17,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_18,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_19,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_20,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_21,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_22,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_23,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_24,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_25,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_26,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_27,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_28,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_29,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_30,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_31,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_32,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
luigi_33,factorial_test.py,True,factorial_test_LLAMA_CORNERCASES.py,,,51.0,,,,,CORNERCASES
markup_1,test_markup.py,True,LLAMA_TESTCUT_test_markup.py,,,100.0,,,,,
markup_2,test_markup.py,True,LLAMA_TESTCUT_test_markup.py,,,100.0,,,,,
matplotlib_1,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_2,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_3,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_4,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_5,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_6,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_7,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_8,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_9,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_10,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_11,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_12,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_13,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_14,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_15,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_16,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_17,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_18,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_19,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_20,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_21,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_22,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_23,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_24,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_25,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_26,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_27,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_28,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_29,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
matplotlib_30,test_container.py,True,test_container_LLAMA_CORNERCASES.py,,,15.0,,,,,CORNERCASES
middle_1,test_middle.py,True,test_middle_LLAMA_CORNERCASES.py,,,96.0,,,,,CORNERCASES
middle_2,test_middle.py,True,test_middle_LLAMA_CORNERCASES.py,,,96.0,,,,,CORNERCASES
pandas_1,test_missing.py,False,,,,,,,,,
pandas_2,test_missing.py,False,,,,,,,,,
pandas_3,test_missing.py,False,,,,,,,,,
pandas_4,test_missing.py,False,,,,,,,,,
pandas_5,test_missing.py,False,,,,,,,,,
pandas_6,test_missing.py,False,,,,,,,,,
pandas_7,test_missing.py,False,,,,,,,,,
pandas_8,test_missing.py,False,,,,,,,,,
pandas_9,test_missing.py,False,,,,,,,,,
pandas_10,test_missing.py,False,,,,,,,,,
pandas_11,test_missing.py,False,,,,,,,,,
pandas_12,test_missing.py,False,,,,,,,,,
pandas_13,test_missing.py,False,,,,,,,,,
pandas_14,test_missing.py,False,,,,,,,,,
pandas_15,test_missing.py,False,,,,,,,,,
pandas_16,test_missing.py,False,,,,,,,,,
pandas_17,test_missing.py,False,,,,,,,,,
pandas_18,test_missing.py,False,,,,,,,,,
pandas_19,test_missing.py,False,,,,,,,,,
pandas_20,test_missing.py,False,,,,,,,,,
pandas_21,test_missing.py,False,,,,,,,,,
pandas_22,test_missing.py,False,,,,,,,,,
pandas_23,test_missing.py,False,,,,,,,,,
pandas_24,test_missing.py,False,,,,,,,,,
pandas_25,test_missing.py,False,,,,,,,,,
pandas_26,test_missing.py,False,,,,,,,,,
pandas_27,test_missing.py,False,,,,,,,,,
pandas_28,test_missing.py,False,,,,,,,,,
pandas_29,test_missing.py,False,,,,,,,,,
pandas_30,test_missing.py,False,,,,,,,,,
pandas_31,test_missing.py,False,,,,,,,,,
pandas_32,test_missing.py,False,,,,,,,,,
pandas_33,test_missing.py,False,,,,,,,,,
pandas_34,test_missing.py,False,,,,,,,,,
pandas_35,test_missing.py,False,,,,,,,,,
pandas_36,test_missing.py,False,,,,,,,,,
pandas_37,test_missing.py,False,,,,,,,,,
pandas_38,test_missing.py,False,,,,,,,,,
pandas_39,test_missing.py,False,,,,,,,,,
pandas_40,test_missing.py,False,,,,,,,,,
pandas_41,test_missing.py,False,,,,,,,,,
pandas_42,test_missing.py,False,,,,,,,,,
pandas_43,test_missing.py,False,,,,,,,,,
pandas_44,test_missing.py,False,,,,,,,,,
pandas_45,test_missing.py,False,,,,,,,,,
pandas_46,test_missing.py,False,,,,,,,,,
pandas_47,test_missing.py,False,,,,,,,,,
pandas_48,test_missing.py,False,,,,,,,,,
pandas_49,test_missing.py,False,,,,,,,,,
pandas_50,test_missing.py,False,,,,,,,,,
pandas_51,test_missing.py,False,,,,,,,,,
pandas_52,test_missing.py,False,,,,,,,,,
pandas_53,test_missing.py,False,,,,,,,,,
pandas_54,test_missing.py,False,,,,,,,,,
pandas_55,test_missing.py,False,,,,,,,,,
pandas_56,test_missing.py,False,,,,,,,,,
pandas_57,test_missing.py,False,,,,,,,,,
pandas_58,test_missing.py,False,,,,,,,,,
pandas_59,test_missing.py,False,,,,,,,,,
pandas_60,test_missing.py,False,,,,,,,,,
pandas_61,test_missing.py,False,,,,,,,,,
pandas_62,test_missing.py,False,,,,,,,,,
pandas_63,test_missing.py,False,,,,,,,,,
pandas_64,test_missing.py,False,,,,,,,,,
pandas_65,test_missing.py,False,,,,,,,,,
pandas_66,test_missing.py,False,,,,,,,,,
pandas_67,test_missing.py,False,,,,,,,,,
pandas_68,test_missing.py,False,,,,,,,,,
pandas_69,test_missing.py,False,,,,,,,,,
pandas_70,test_missing.py,False,,,,,,,,,
pandas_71,test_missing.py,False,,,,,,,,,
pandas_72,test_missing.py,False,,,,,,,,,
pandas_73,test_missing.py,False,,,,,,,,,
pandas_74,test_missing.py,False,,,,,,,,,
pandas_75,test_missing.py,False,,,,,,,,,
pandas_76,test_missing.py,False,,,,,,,,,
pandas_77,test_missing.py,False,,,,,,,,,
pandas_78,test_missing.py,False,,,,,,,,,
pandas_79,test_missing.py,False,,,,,,,,,
pandas_80,test_missing.py,False,,,,,,,,,
pandas_81,test_missing.py,False,,,,,,,,,
pandas_82,test_missing.py,False,,,,,,,,,
pandas_83,test_missing.py,False,,,,,,,,,
pandas_84,test_missing.py,False,,,,,,,,,
pandas_85,test_missing.py,False,,,,,,,,,
pandas_86,test_missing.py,False,,,,,,,,,
pandas_87,test_missing.py,False,,,,,,,,,
pandas_88,test_missing.py,False,,,,,,,,,
pandas_89,test_missing.py,False,,,,,,,,,
pandas_90,test_missing.py,False,,,,,,,,,
pandas_91,test_missing.py,False,,,,,,,,,
pandas_92,test_missing.py,False,,,,,,,,,
pandas_93,test_missing.py,False,,,,,,,,,
pandas_94,test_missing.py,False,,,,,,,,,
pandas_95,test_missing.py,False,,,,,,,,,
pandas_96,test_missing.py,False,,,,,,,,,
pandas_97,test_missing.py,False,,,,,,,,,
pandas_98,test_missing.py,False,,,,,,,,,
pandas_99,test_missing.py,False,,,,,,,,,
pandas_100,test_missing.py,False,,,,,,,,,
pandas_101,test_missing.py,False,,,,,,,,,
pandas_102,test_missing.py,False,,,,,,,,,
pandas_103,test_missing.py,False,,,,,,,,,
pandas_104,test_missing.py,False,,,,,,,,,
pandas_105,test_missing.py,False,,,,,,,,,
pandas_106,test_missing.py,False,,,,,,,,,
pandas_107,test_missing.py,False,,,,,,,,,
pandas_108,test_missing.py,False,,,,,,,,,
pandas_109,test_missing.py,False,,,,,,,,,
pandas_110,test_missing.py,False,,,,,,,,,
pandas_111,test_missing.py,False,,,,,,,,,
pandas_112,test_missing.py,False,,,,,,,,,
pandas_113,test_missing.py,False,,,,,,,,,
pandas_114,test_missing.py,False,,,,,,,,,
pandas_115,test_missing.py,False,,,,,,,,,
pandas_116,test_missing.py,False,,,,,,,,,
pandas_117,test_missing.py,False,,,,,,,,,
pandas_118,test_missing.py,False,,,,,,,,,
pandas_119,test_missing.py,False,,,,,,,,,
pandas_120,test_missing.py,False,,,,,,,,,
pandas_121,test_missing.py,False,,,,,,,,,
pandas_122,test_missing.py,False,,,,,,,,,
pandas_123,test_missing.py,False,,,,,,,,,
pandas_124,test_missing.py,False,,,,,,,,,
pandas_125,test_missing.py,False,,,,,,,,,
pandas_126,test_missing.py,False,,,,,,,,,
pandas_127,test_missing.py,False,,,,,,,,,
pandas_128,test_missing.py,False,,,,,,,,,
pandas_129,test_missing.py,False,,,,,,,,,
pandas_130,test_missing.py,False,,,,,,,,,
pandas_131,test_missing.py,False,,,,,,,,,
pandas_132,test_missing.py,False,,,,,,,,,
pandas_133,test_missing.py,False,,,,,,,,,
pandas_134,test_missing.py,False,,,,,,,,,
pandas_135,test_missing.py,False,,,,,,,,,
pandas_136,test_missing.py,False,,,,,,,,,
pandas_137,test_missing.py,False,,,,,,,,,
pandas_138,test_missing.py,False,,,,,,,,,
pandas_139,test_missing.py,False,,,,,,,,,
pandas_140,test_missing.py,False,,,,,,,,,
pandas_141,test_missing.py,False,,,,,,,,,
pandas_142,test_missing.py,False,,,,,,,,,
pandas_143,test_missing.py,False,,,,,,,,,
pandas_144,test_missing.py,False,,,,,,,,,
pandas_145,test_missing.py,False,,,,,,,,,
pandas_146,test_missing.py,False,,,,,,,,,
pandas_147,test_missing.py,False,,,,,,,,,
pandas_148,test_missing.py,False,,,,,,,,,
pandas_149,test_missing.py,False,,,,,,,,,
pandas_150,test_missing.py,False,,,,,,,,,
pandas_151,test_missing.py,False,,,,,,,,,
pandas_152,test_missing.py,False,,,,,,,,,
pandas_153,test_missing.py,False,,,,,,,,,
pandas_154,test_missing.py,False,,,,,,,,,
pandas_155,test_missing.py,False,,,,,,,,,
